Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,Type-1,Type-2,Type-3,Fuel-1,Fuel-2,Fuel-3,MW-1,MW-2,MW-3,Interconnection Request Receive Date,Interconnection Agreement Status,Study Process,Proposed On-line Date (as filed with IR),System Impact Study or Phase I Cluster Study,Facilities Study (FAS) or Phase II Cluster Study,Optional Study (OS),"Full Capacity, Partial or Energy Only (FC/P/EO)",Off-Peak Deliverability and Economic Only,Feasibility Study or Supplemental Review
212,BEAR RIVER RIDGE WIND FARM,,HUMBOLDT,CA,Rio Dell Substation 60kV,PGAE,Wind Turbine,50.0,,,2007-05-09 07:00:00,WITHDRAWN,2013-12-15 08:00:00,2012-07-23 21:16:21,,,Wind Turbine,,,Wind Turbine,,,50.0,,,2007-05-09 00:00:00,In Progress,Serial LGIP,2010-10-30 07:00:00,Complete,Complete,,,,Required
213,DESERT WIND,,SAN BERNARDINO,CA,Coolwater 220kV bus,SCE,Wind Turbine,180.0,,,2007-05-09 07:00:00,WITHDRAWN,2010-11-15 08:00:00,2008-11-26 08:00:00,,,Wind Turbine,,,Wind Turbine,,,180.0,,,2007-05-07 00:00:00,,Serial LGIP,2010-11-15 08:00:00,,,,,,Required
214,WATERMAN MOUNTAINS WIND ENERGY PROJECT,,SAN BERNARDINO,CA,Coolwater-Kramer 115 kV line,SCE,Wind Turbine,49.25,,,2007-05-10 07:00:00,WITHDRAWN,2013-12-15 08:00:00,2008-11-12 08:00:00,,,Wind Turbine,,,Wind Turbine,,,49.25,,,2007-05-10 00:00:00,,Serial LGIP,2013-12-15 08:00:00,,,,,,Required
215,ESJ EXPANSION PROJECT (FKA RUMOROSA WIND EXPANSION),,BAJA CALIFORNIA,MX,East County (ECO) Substation 230kV,SDGE,Wind Turbine,420.0,,,2007-05-21 07:00:00,WITHDRAWN,2019-06-30 07:00:00,2017-10-10 07:00:00,IC Request,,Wind Turbine,,,Wind Turbine,,,420.0,,,2007-05-21 00:00:00,,TC,2011-05-01 07:00:00,Complete,Complete,,Energy Only,,
216,LONESTAR,,SAN DIEGO,CA,Otay Mesa Energy Center,SDGE,Gas Turbine,98.8,,,2007-05-22 07:00:00,WITHDRAWN,2010-03-31 07:00:00,2007-07-24 07:00:00,,,Gas Turbine,,,Natural Gas,,,98.8,,,2007-05-22 00:00:00,,Serial LGIP,2010-03-31 07:00:00,,,,,,
217,OCEANSIDE,,SAN DIEGO,CA,San Luis Rey-Melrose 69kV,SDGE,Gas Turbine,98.8,,,2007-05-22 07:00:00,WITHDRAWN,2010-03-31 07:00:00,2007-07-24 07:00:00,,,Gas Turbine,,,Natural Gas,,,98.8,,,,,Serial LGIP,2010-03-31 07:00:00,,,,,,
218,OLYMPUS POWER,,SAN DIEGO,CA,Loop Talega-Escondido 230kV line,SDGE,Gas Turbine,98.8,,,2007-05-22 07:00:00,WITHDRAWN,2010-03-31 07:00:00,2007-07-24 07:00:00,,,Gas Turbine,,,Natural Gas,,,98.8,,,2007-05-22 00:00:00,,Serial LGIP,2010-03-31 07:00:00,,,,,,
219,SONORAN,,RIVERSIDE,CA,Colorado River Substation 500kV bus,SCE,Photovoltaic,50.0,,,2007-05-23 07:00:00,WITHDRAWN,2021-01-02 08:00:00,2019-03-25 07:00:00,IC Request,,Photovoltaic,,,Solar,,,50.0,,,2007-05-07 00:00:00,Executed,Serial LGIP,2012-06-01 07:00:00,,,,,,Required
220,DESERT GARNET PV,,SAN BERNARDINO,CA,BLM West-Kramer 230kV line,SCE,Photovoltaic,450.0,,,2007-05-23 07:00:00,WITHDRAWN,2016-10-01 07:00:00,2009-12-07 21:22:03,,,Photovoltaic,,,Solar,,,450.0,,,2007-05-23 00:00:00,,Serial LGIP,2011-12-01 08:00:00,,,,,,Required
221,DESERT ONYX PV,,SAN BERNARDINO,CA,Cool Water-Kramer #1 230kV line,SCE,Photovoltaic,450.0,,,2007-05-23 07:00:00,WITHDRAWN,2015-11-01 07:00:00,2009-12-07 23:53:51,,,Photovoltaic,,,Solar,,,450.0,,,2007-05-23 00:00:00,,Serial LGIP,2011-12-01 08:00:00,,,,,,Required
223,NOBLE WELL WIND GENERATION PROJECT,,SAN BERNARDINO,CA,Cool Water-Kramer #1 230kV line,SCE,Wind Turbine,170.0,,,2007-05-29 07:00:00,WITHDRAWN,2010-12-31 08:00:00,2008-08-15 16:34:00,,,Wind Turbine,,,Wind Turbine,,,170.0,,,2007-05-24 00:00:00,,Serial LGIP,2010-12-31 08:00:00,,,,,,Required
224,BORDER II,,SAN DIEGO,CA,69kV line next to Calpeak Border site,SDGE,Reciprocating Engine,99.0,,,2007-05-30 07:00:00,WITHDRAWN,2010-05-01 07:00:00,2007-07-23 07:00:00,,,Reciprocating Engine,,,Natural Gas,,,99.0,,,2007-05-23 00:00:00,,Serial LGIP,2010-05-01 07:00:00,,,,,,
225,BLYTHE III (REVISED),,RIVERSIDE,CA,500kV line to the new Midpoint switching station,SCE,Combined Cycle,640.0,,,2007-06-04 07:00:00,WITHDRAWN,2015-05-31 07:00:00,2011-04-01 22:33:50,,,Combined Cycle,,,Natural Gas,,,640.0,,,2007-05-23 00:00:00,,Serial LGIP,2012-06-01 07:00:00,,,,,,Required
226,RAINBOW ENERGY FACILITY,,SAN DIEGO,CA,New double circuit 230kV line into Escondido Substation,SDGE,Combined Cycle,620.0,,,2007-06-05 07:00:00,WITHDRAWN,2012-03-30 07:00:00,2008-04-03 07:00:00,,,Combined Cycle,,,Natural Gas,,,620.0,,,2007-05-16 00:00:00,,Serial LGIP,2012-03-30 07:00:00,,,,,,Required
227,BODEGA BAY PROJECT,,MARIN,CA,Fulton-Ignacio 230kV #2 line,PGAE,Wind Turbine,175.0,,,2007-06-14 07:00:00,WITHDRAWN,2010-12-31 08:00:00,2008-03-10 07:00:00,,,Wind Turbine,,,Wind Turbine,,,175.0,,,2007-06-18 00:00:00,,Serial LGIP,2010-12-31 08:00:00,,,,,,Required
228,CPV CALIFORNIA VI,,ALAMEDA,CA,Newark Substation 230kV bus,PGAE,Gas Turbine,630.0,,,2007-06-20 07:00:00,WITHDRAWN,2011-06-01 07:00:00,2007-10-22 07:00:00,,,Gas Turbine,,,Natural Gas,,,630.0,,,2007-06-20 00:00:00,,Serial LGIP,2011-06-01 07:00:00,,,,,,Required
229,DESERT OPAL III PV,,SAN BERNARDINO,CA,Devers Substation,SCE,Photovoltaic,1000.0,,,2007-06-21 07:00:00,WITHDRAWN,2016-12-31 08:00:00,2009-12-07 23:54:59,,,Photovoltaic,,,Solar,,,1000.0,,,2007-06-21 00:00:00,,Serial LGIP,2013-12-31 08:00:00,,,,,,Required
230,DESERT RUBY PV,,SAN BERNARDINO,CA,Devers Substation,SCE,Photovoltaic,1000.0,,,2007-06-21 07:00:00,WITHDRAWN,2013-12-31 08:00:00,2009-12-07 23:58:08,,,Photovoltaic,,,Solar,,,1000.0,,,2007-06-21 00:00:00,,Serial LGIP,2013-12-31 08:00:00,,,,,,Required
231,PAINTED HILLS III,,RIVERSIDE,CA,Venwind portion of Devers-Garnett-Venwind line,SCE,Wind Turbine,50.0,,,2007-06-25 07:00:00,WITHDRAWN,2009-12-01 08:00:00,2008-11-26 08:00:00,,,Wind Turbine,,,Wind Turbine,,,50.0,,,2007-06-13 00:00:00,,Serial LGIP,2009-12-01 08:00:00,,,,,,Required
232,RAMCO ENERGY CENTER,,SAN DIEGO,CA,Interconnection on Site,SDGE,Reciprocating Engine,99.0,,,2007-06-26 07:00:00,WITHDRAWN,,2007-08-06 07:00:00,,,Reciprocating Engine,,,Natural Gas,,,99.0,,,2007-06-26 00:00:00,,Serial LGIP,2010-05-15 07:00:00,,,,,,
234,JEAN LAKE SOLAR,,CLARK,NV,Proposed Eldorado-Ivanpah 230kV line,SCE,Steam Turbine,400.0,,,2007-06-27 07:00:00,WITHDRAWN,2013-06-30 07:00:00,2011-04-04 15:26:32,,,Steam Turbine,,,Solar,,,400.0,,,2007-06-27 00:00:00,,Serial LGIP,2013-06-30 07:00:00,,,,,,Required
235,CPV CALIFORNIA VII,,CONTRA COSTA,CA,Tesla-Tracy #1 230kV line,PGAE,Gas Turbine,630.0,,,2007-06-29 07:00:00,WITHDRAWN,2011-06-01 07:00:00,2008-11-26 08:00:00,,,Gas Turbine,,,Natural Gas,,,630.0,,,2007-06-29 00:00:00,,Serial LGIP,2011-06-01 07:00:00,,,,,,Required
236,CPV CALIFORNIA VIII,,SAN JOAQUIN,CA,Tesla Substation 230kV bus,PGAE,Gas Turbine,630.0,,,2007-06-29 07:00:00,WITHDRAWN,2011-06-01 07:00:00,2008-11-26 08:00:00,,,Gas Turbine,,,Natural Gas,,,630.0,,,2007-06-29 00:00:00,,Serial LGIP,2011-06-01 07:00:00,,,,,,Required
237,COPPER MOUNTAIN II,,CLARK,NV,Eldorado 220kV switchyard,SCE,Combined Cycle,634.0,,,2007-07-02 07:00:00,WITHDRAWN,2011-05-01 07:00:00,2008-11-24 08:00:00,,,Combined Cycle,,,Natural Gas,,,634.0,,,2007-06-12 00:00:00,,Serial LGIP,2011-05-01 07:00:00,,,,,,Waived
238,CARRIZO SOLAR FARM I,,SAN LUIS OBISPO,CA,Temblor-San Luis Obispo 115kV line,PGAE,Photovoltaic,45.0,,,2007-07-11 07:00:00,WITHDRAWN,2008-12-01 08:00:00,2008-11-26 08:00:00,,,Photovoltaic,,,Solar,,,45.0,,,2007-07-12 00:00:00,,Serial LGIP,2008-12-01 08:00:00,,,,,,Required
240,SIBERIA PHASE I SEGS (FKA DPT BROADWELL LAKE II),,SAN BERNARDINO,CA,Pisgah Sub 230kV,SCE,Steam Turbine,400.0,,,2007-07-12 07:00:00,WITHDRAWN,2018-01-01 08:00:00,2013-11-06 16:31:55,,,Steam Turbine,,,Solar,,,400.0,,,2007-07-12 00:00:00,,Serial LGIP,2014-06-30 07:00:00,Complete,Complete,,,,Waived
241,SIBERIA PHASE II SEGS (FKA DPT 9),,SAN BERNARDINO,CA,Pisgah Sub 230kV,SCE,Steam Turbine,400.0,,,2007-07-12 07:00:00,WITHDRAWN,2015-06-30 07:00:00,2014-01-10 21:39:48,,,Steam Turbine,,,Solar,,,400.0,,,2007-07-12 00:00:00,,Serial LGIP,2015-06-30 07:00:00,Complete,Complete,,,,Waived
243,SOUTH BRISTOL MOUNTAINS WIND FARM,,SAN BERNARDINO,CA,Pisgah 230kV Substation,SCE,Wind Turbine,429.0,,,2007-07-16 07:00:00,WITHDRAWN,2010-12-30 08:00:00,2008-11-26 08:00:00,,,Wind Turbine,,,Solar,,,429.0,,,2007-07-16 00:00:00,,Serial LGIP,2010-12-30 08:00:00,,,,,,Required
244,LITTLE LAKE SOUTH WIND FARM,,KERN/INYO,CA,Control-Haiwee-Inyokern 115kV line,SCE,Wind Turbine,120.0,,,2007-07-16 07:00:00,WITHDRAWN,2010-12-15 08:00:00,2008-11-26 08:00:00,,,Wind Turbine,,,Wind Turbine,,,120.0,,,2007-07-16 00:00:00,,Serial LGIP,2010-12-15 08:00:00,,,,,,Required
245,SHAVERS VALLEY WIND FARM,,RIVERSIDE,CA,Devers-Mirage-Julian Hinds 230kV line,SCE,Wind Turbine,228.0,,,2007-07-16 07:00:00,WITHDRAWN,2010-12-15 08:00:00,2008-11-26 08:00:00,,,Wind Turbine,,,Wind Turbine,,,228.0,,,2007-07-16 00:00:00,,Serial LGIP,2010-12-15 08:00:00,,,,,,Required
246,LAUREL MOUNTAIN WIND FARM,,KERN,CA,Kramer-Inyokern-Randsburg #3 115kV line,SCE,Wind Turbine,120.0,,,2007-07-17 07:00:00,WITHDRAWN,2010-12-15 08:00:00,2008-11-26 08:00:00,,,Wind Turbine,,,Wind Turbine,,,120.0,,,2007-07-17 00:00:00,,Serial LGIP,2010-12-15 08:00:00,,,,,,Required
247,MADERA ENERGY CENTER EXPANSION,,MADERA,CA,Borden Substation 230kV Bus,PGAE,Combined Cycle,67.0,,,2007-07-30 07:00:00,WITHDRAWN,2012-04-15 07:00:00,2011-04-07 21:21:01,,,Combined Cycle,,,Natural Gas,,,67.0,,,2007-07-30 00:00:00,,Serial LGIP,2011-07-01 07:00:00,,,,,,Waived
248,STOCKTON GENERATION EXPANSION,,SAN JOAQUIN,CA,Tesla-Bellota 230kV line,PGAE,Combined Cycle,67.0,,,2007-07-30 07:00:00,WITHDRAWN,2014-05-01 07:00:00,2015-07-01 21:14:51,,,Combined Cycle,,,Natural Gas,,,67.0,,,2007-07-30 00:00:00,,Serial LGIP,2011-05-15 07:00:00,Complete,Complete,,,,Waived
249,SOLEDAD WIND ENERGY PARK,,MONTEREY,CA,Moss-Linding-Salinas-Soledad 115kV #1 and #2 lines #1 line & Tap N/O Moss Landing-Salinas-Soledad #2,PGAE,Wind Turbine,105.0,,,2007-07-30 07:00:00,WITHDRAWN,2010-11-01 07:00:00,2008-11-26 08:00:00,,,Wind Turbine,,,Wind Turbine,,,105.0,,,2007-07-30 00:00:00,,Serial LGIP,2010-11-01 07:00:00,,,,,,Required
250,WALKER RIDGE WIND ENERGY PARK,,LAKE/COLUSA,CA,Redbud-Cortina 115kV line,PGAE,Wind Turbine,66.2,,,2007-07-30 07:00:00,WITHDRAWN,2014-08-03 07:00:00,2013-06-04 07:00:00,,,Wind Turbine,,,Wind Turbine,,,66.2,,,2007-08-04 00:00:00,,TC,2009-08-01 07:00:00,Complete,Complete,,Full Capacity,,
251,CHUCKWALLA SOLAR I,,RIVERSIDE,CA,Eagle Mountain-Blythe 161kV line,SCE,Photovoltaic,200.0,,,2007-08-01 07:00:00,WITHDRAWN,2009-12-15 08:00:00,2008-11-26 08:00:00,,,Photovoltaic,,,Solar,,,200.0,,,2007-08-01 00:00:00,,Serial LGIP,2009-12-15 08:00:00,,,,,,Required
253,CENTRAL COAST,,SANTA BARBARA,CA,Cabrillo Substation 115kV,PGAE,Wind Turbine,40.0,,,2007-08-13 07:00:00,WITHDRAWN,2011-12-31 08:00:00,2008-11-26 08:00:00,,,Wind Turbine,,,Wind Turbine,,,40.0,,,2007-08-13 00:00:00,,Serial LGIP,2011-12-31 08:00:00,,,,,,Required
254,AVENAL ENERGY PROJECT,,KINGS,CA,Gates Substation 230kV bus,PGAE,Combined Cycle,600.0,,,2007-08-21 07:00:00,WITHDRAWN,2017-06-01 07:00:00,2015-08-24 07:00:00,,,Combined Cycle,,,Natural Gas,,,600.0,,,2007-08-21 00:00:00,,TC,2012-06-01 07:00:00,Complete,Complete,,Full Capacity,,
255,RIDGECREST SOLAR II (FKA MOJAVE SOLAR PEAKING POWER),,KERN,CA,Inyokern Substation,SCE,Steam Turbine,250.0,,,2007-08-23 07:00:00,WITHDRAWN,2013-07-01 07:00:00,2011-01-26 08:00:00,,,Steam Turbine,,,Solar,,,250.0,,,2010-11-20 00:00:00,,TC,2013-12-28 08:00:00,Complete,Complete,,Full Capacity,,
256,CALRENEW-1,,FRESNO,CA,Mendota Biomass Substation,PGAE,Photovoltaic,30.0,,,2007-08-23 07:00:00,WITHDRAWN,2009-04-15 07:00:00,2007-09-24 07:00:00,,,Photovoltaic,,,Solar,,,30.0,,,2007-08-23 00:00:00,,Serial LGIP,2009-04-15 07:00:00,,,,,,
257,FAIRFIELD ENERGY CENTER,,SOLANO,CA,New Fairfield Substation 230kV bus,PGAE,Combined Cycle,575.0,,,2007-09-10 07:00:00,WITHDRAWN,2011-06-01 07:00:00,2011-04-21 16:06:11,,,Combined Cycle,,,Natural Gas,,,575.0,,,2007-07-10 00:00:00,,Serial LGIP,2011-06-01 07:00:00,,,,,,Required
258,OAKLEY GENERATING STATION,,CONTRA COSTA,CA,Contra Costa Substation 230kV bus,PGAE,Combined Cycle,651.0,,,2007-09-12 07:00:00,WITHDRAWN,2020-12-31 08:00:00,2018-08-28 07:00:00,,,Combined Cycle,,,Natural Gas,,,651.0,,,2007-09-12 00:00:00,Executed,TC,2012-02-01 08:00:00,Complete,Complete,,Energy Only,,
259,PALERMO GENERATING STATION,,SUTTER,CA,Rio Oso Substation 115kV bus,PGAE,Combined Cycle,345.0,,,2007-09-12 07:00:00,WITHDRAWN,2012-02-01 08:00:00,2008-12-11 23:51:23,,,Combined Cycle,,,Natural Gas,,,345.0,,,2007-09-14 00:00:00,,Serial LGIP,2012-02-01 08:00:00,,,,,,Required
260,LODI GENERATING STATION,,SAN JOAQUIN,CA,Loop Gold Hill-Eight Mile Road 230kV line,PGAE,Combined Cycle,260.0,,,2007-09-12 07:00:00,WITHDRAWN,2012-02-01 08:00:00,2008-11-26 08:00:00,,,Combined Cycle,,,Natural Gas,,,260.0,,,2007-09-14 00:00:00,,Serial LGIP,2012-02-01 08:00:00,,,,,,Required
261,TESORO REFINERY COGENERATION,,LOS ANGELES,CA,Hinson Substation 220kV,SCE,Combined Cycle,104.0,,,2007-09-28 07:00:00,WITHDRAWN,2010-10-01 07:00:00,2008-11-26 08:00:00,,,Combined Cycle,,,Natural Gas,,,104.0,,,2007-09-28 00:00:00,,Serial LGIP,2010-10-01 07:00:00,,,,,,Required
262,BIRDS LANDING ENERGY CENTER,,SOLANO,CA,Birds Landing Substation 230 kV Bus,PGAE,Reciprocating Engine,390.6,,,2007-10-10 07:00:00,WITHDRAWN,2012-04-15 07:00:00,2008-06-03 07:00:00,,,Reciprocating Engine,,,Natural Gas,,,390.6,,,2007-10-11 00:00:00,,Serial LGIP,2012-04-15 07:00:00,,,,,,Required
263,COPPER MOUNTAIN II ALTERNATE,,CLARK,NV,Eldorado Switchyard 220kV & NCP Merchant Substation 230kV,SCE,Combined Cycle,634.0,,,2007-10-10 07:00:00,WITHDRAWN,2011-05-01 07:00:00,2008-02-13 08:00:00,,,Combined Cycle,,,Natural Gas,,,634.0,,,2007-10-10 00:00:00,,Serial LGIP,2011-05-01 07:00:00,,,,,,Waived
264,HOMER MOUNTAIN WIND FARM,,SAN BERNARDINO,CA,Lugo-Mohave 500kV line,SCE,Wind Turbine,300.0,,,2007-10-15 07:00:00,WITHDRAWN,2010-12-30 08:00:00,2009-12-17 19:16:30,,,Wind Turbine,,,Wind Turbine,,,300.0,,,2007-10-15 00:00:00,,Serial LGIP,2010-12-30 08:00:00,,,,,,Required
265,PALEN DRY LAKE PV,,RIVERSIDE,CA,Eagle Mountain Blythe 161kV line,SCE,Photovoltaic,25.0,,,2007-10-16 07:00:00,WITHDRAWN,2009-12-01 08:00:00,2007-12-05 08:00:00,,,Photovoltaic,,,Solar,,,25.0,,,2007-10-16 00:00:00,,Serial LGIP,2009-12-01 08:00:00,,,,,,Required
266,RIO OSO GENERATING STATION,,SUTTER,CA,Rio Oso Substation 230 kV Bus,PGAE,Combined Cycle,325.0,,,2007-10-19 07:00:00,WITHDRAWN,2012-02-01 08:00:00,2008-11-26 08:00:00,,,Combined Cycle,,,Natural Gas,,,325.0,,,2007-10-19 00:00:00,,Serial LGIP,2012-02-01 08:00:00,,,,,,Required
269,PATTERSON PASS ENERGY CENTER,,SAN JOAQUIN,CA,Tesla-Westley 230 KV lines,PGAE,Reciprocating Engine,371.3,,,2007-10-31 07:00:00,WITHDRAWN,2015-05-01 07:00:00,2011-04-07 21:53:16,,,Reciprocating Engine,,,Natural Gas,,,371.3,,,2007-10-30 00:00:00,,Serial LGIP,2012-04-15 07:00:00,,,,,,Required
270,DESERT QUARTZSITE PV,,RIVERSIDE,CA,Proposed Midpoint Substation 230kV,SCE,Photovoltaic,700.0,,,2007-11-01 07:00:00,WITHDRAWN,2015-12-01 08:00:00,2009-12-07 23:56:05,,,Photovoltaic,,,Solar,,,700.0,,,2007-11-01 00:00:00,,Serial LGIP,2011-12-01 08:00:00,,,,,,Required
271,DESERT JASPER PV,,SAN BERNARDINO,CA,Lugo-Pisgah 230kV line,SCE,Photovoltaic,400.0,,,2007-11-01 07:00:00,WITHDRAWN,2016-09-01 07:00:00,2009-12-07 22:18:33,,,Photovoltaic,,,Solar,,,400.0,,,2007-11-01 00:00:00,,Serial LGIP,2012-12-01 08:00:00,,,,,,Required
273,GWF HANFORD,,KINGS,CA,Hanford Switchyard 115kV bus,PGAE,Combined Cycle,99.0,,,2007-11-01 07:00:00,WITHDRAWN,2010-05-01 07:00:00,2008-01-25 08:00:00,,,Combined Cycle,,,Natural Gas,,,99.0,,,2007-11-01 00:00:00,,Serial LGIP,2010-05-01 07:00:00,,,,,,Waived
275,CPV CALIFORNIA IX,,SOLANO,CA,Loop Vaca Dixon-Peabody & Vaca Dixon-Lambie 230 kV lines,PGAE,Gas Turbine,630.0,,,2007-11-07 08:00:00,WITHDRAWN,2013-05-01 07:00:00,2011-04-07 22:04:02,,,Gas Turbine,,,Natural Gas,,,630.0,,,2007-11-07 00:00:00,,Serial LGIP,2012-09-01 07:00:00,,,,,,Required
276,ANTIOCH GENERATING STATION,,CONTRA COSTA,CA,Contra Costa Substation,PGAE,Combined Cycle,650.0,,,2007-11-09 08:00:00,WITHDRAWN,2012-01-15 08:00:00,2008-11-18 08:00:00,,,Combined Cycle,,,Natural Gas,,,650.0,,,2007-11-09 00:00:00,,Serial LGIP,2012-01-15 08:00:00,,,,,,Required
277,RIO SECO WIND,,SAN BERNARDINO,CA,Coolwater-Dunn Siding 115kV line,SCE,Wind Turbine,75.0,,,2007-11-15 08:00:00,WITHDRAWN,2010-11-15 08:00:00,2008-03-06 08:00:00,,,Wind Turbine,,,Wind Turbine,,,75.0,,,2007-11-15 00:00:00,,Serial LGIP,2010-11-15 08:00:00,,,,,,Required
279,HUMBOLDT WAVECONNECT PROJECT,,HUMBOLDT,CA,Fairhaven Substation 60kV bus,PGAE,Hydro,40.0,,,2007-11-30 08:00:00,WITHDRAWN,2012-06-01 07:00:00,2008-02-29 08:00:00,,,Hydro,,,Water,,,40.0,,,2007-11-30 00:00:00,,Serial LGIP,2012-06-01 07:00:00,,,,,,Required
280,MENDOCINO WAVECONNECT PROJECT,,MENDOCINO,CA,Fort Bragg Substation 60kV bus,PGAE,Hydro,40.0,,,2007-11-30 08:00:00,WITHDRAWN,2012-06-01 07:00:00,2008-11-18 08:00:00,,,Hydro,,,Water,,,40.0,,,2007-11-30 00:00:00,,Serial LGIP,2012-06-01 07:00:00,,,,,,Required
281,ROUGH & READY ISLAND ENERGY PARK PROJECT,,SAN JOAQUIN,CA,Loop Tesla-Stagg and Tesla-Eight Mile 230kV lines,PGAE,Combined Cycle,500.0,,,2007-12-03 08:00:00,WITHDRAWN,2010-12-31 08:00:00,2008-05-27 07:00:00,,,Combined Cycle,,,Natural Gas,,,500.0,,,2007-12-03 00:00:00,,Serial LGIP,2010-12-31 08:00:00,,,,,,Required
282,MADERA POWER,,MADERA,CA,Dairyland-Mendota 115 kV line tap,PGAE,Steam Turbine,29.0,,,2007-12-12 08:00:00,WITHDRAWN,2011-06-30 07:00:00,2014-12-03 08:00:00,,,Steam Turbine,,,Biofuel,,,29.0,,,2007-12-12 00:00:00,Executed,TC,2008-05-31 07:00:00,Complete,Complete,,Full Capacity,,
283,BETHEL 7 & 8 SOLAR THERMAL HYBRID PROJECT,,FRESNO,CA,Gates Substation 230kV bus,PGAE,Steam Turbine,106.8,,,2007-12-12 08:00:00,WITHDRAWN,2012-09-30 07:00:00,2011-04-12 19:50:20,,,Steam Turbine,,,Biofuel,,,106.8,,,2007-12-12 00:00:00,,Serial LGIP,2010-03-01 08:00:00,,,,,,Required
284,UKIAH ENERGY CENTER,,MENDOCINO,CA,Ukiah Substation 115kV bus,PGAE,Reciprocating Engine,115.0,,,2007-12-13 08:00:00,WITHDRAWN,2012-04-15 07:00:00,2008-11-26 08:00:00,,,Reciprocating Engine,,,Natural Gas,,,115.0,,,2007-12-13 00:00:00,,Serial LGIP,2012-04-15 07:00:00,,,,,,Required
285,TROY LAKE WIND,,SAN BERNARDINO,CA,Pisgah Substation 230kV,SCE,Wind Turbine,150.0,,,2007-12-13 08:00:00,WITHDRAWN,2011-12-31 08:00:00,2008-11-26 08:00:00,,,Wind Turbine,,,Wind Turbine,,,150.0,,,2007-12-13 00:00:00,,Serial LGIP,2011-12-31 08:00:00,,,,,,Required
286,EL CENTRO 1,,IMPERIAL,CA,Southwest Power Link 500kV line,SDGE,Steam Turbine,375.0,,,2007-12-20 08:00:00,WITHDRAWN,2012-07-01 07:00:00,2008-05-07 07:00:00,,,Steam Turbine,,,Solar,,,375.0,,,2007-12-20 00:00:00,,Serial LGIP,2012-07-01 07:00:00,,,,,,Required
287,SUNTOWER GASKELL GENERATING STATION,,KERN,CA,Antelope-Magunden 230kV,SCE,Steam Turbine,231.0,,,2007-12-21 08:00:00,WITHDRAWN,2011-04-01 07:00:00,2011-04-12 19:58:49,,,Steam Turbine,,,Solar,,,231.0,,,2007-12-21 00:00:00,,Serial LGIP,2011-04-01 07:00:00,,,,,,Waived
288,CARRIZO 1,,SAN LUIS OBISPO,CA,Morro Bay-Midway #2 230kV line,PGAE,Photovoltaic,375.0,,,2007-12-21 08:00:00,WITHDRAWN,2012-07-01 07:00:00,2008-05-14 07:00:00,,,Photovoltaic,,,Solar,,,375.0,,,2007-12-20 00:00:00,,Serial LGIP,2011-07-01 07:00:00,,,,,,Required
289,ECP I,,SAN BERNARDINO,CA,El Dorado-Ivanpah 115kV line,SCE,Steam Turbine,375.0,,,2007-12-21 08:00:00,WITHDRAWN,2011-07-01 07:00:00,2008-05-29 07:00:00,,,Steam Turbine,,,Solar,,,375.0,,,2007-12-20 00:00:00,,Serial LGIP,2011-07-01 07:00:00,,,,,,Required
290,TRILOBITE SOLAR PROJECT,,SAN BERNARDINO,CA,Pisgah Substation 230kV,SCE,Steam Turbine,750.0,,,2007-12-27 08:00:00,WITHDRAWN,2012-12-31 08:00:00,2009-12-07 21:18:07,,,Steam Turbine,,,Solar,,,750.0,,,2007-12-27 00:00:00,,Serial LGIP,2015-06-01 07:00:00,,,,,,Required
291,MESQUITE LAKE,,SAN BERNARDINO,CA,Ivanpah Substation 230kV,SCE,Steam Turbine,250.0,,,2007-12-27 08:00:00,WITHDRAWN,2015-06-01 07:00:00,2008-11-20 08:00:00,,,Steam Turbine,,,Solar,,,250.0,,,2007-12-27 00:00:00,,Serial LGIP,2015-06-01 07:00:00,,,,,,Required
292,FREEMAN JUNCTION SOLAR PROJECT,,KERN,CA,SCE portion of Kramer BLM West 230kV line,SCE,Steam Turbine,250.0,,,2007-12-27 08:00:00,WITHDRAWN,2014-06-01 07:00:00,2008-02-06 08:00:00,,,Steam Turbine,,,Solar,,,250.0,,,2007-12-27 00:00:00,,Serial LGIP,2014-06-01 07:00:00,,,,,,Required
293,WELLHEAD POWER PROJECT 5,,FRESNO,CA,Helm-Kerman 70kV line,PGAE,Reciprocating Engine,5.2,,,2008-01-03 08:00:00,WITHDRAWN,2009-06-01 07:00:00,2008-12-09 08:00:00,,,Reciprocating Engine,,,Biofuel,,,5.2,,,2007-12-31 00:00:00,,Serial LGIP,2009-06-01 07:00:00,,,,,,Required
295,TROY LAKE SOLEIL,,SAN BERNARDINO,CA,Pisgah Substation 220kV,SCE,Steam Turbine,300.0,,,2008-01-17 08:00:00,WITHDRAWN,2011-12-31 08:00:00,2009-12-07 21:17:15,,,Steam Turbine,,,Solar,,,300.0,,,2008-01-17 00:00:00,,Serial LGIP,2011-12-31 08:00:00,,,,,,Required
296,BIG ROCK SUNTOWER GENERATING STATION,,LOS ANGELES,CA,Antelope-Piute 66kV line,SCE,Steam Turbine,33.0,,,2008-01-18 08:00:00,WITHDRAWN,2009-12-01 08:00:00,2008-05-23 07:00:00,,,Steam Turbine,,,Solar,,,33.0,,,2008-01-18 00:00:00,,Serial LGIP,2009-12-01 08:00:00,,,,,,Waived
