Data Extracted from EPA's FLIGHT Tool (http://ghgdata.epa.gov/ghgp),,,,,,,,,,,,
The data was reported to EPA by facilities as of 08/16/2024,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4,,,,,,,,,,,,
Search Parameters: year=2023; GHGs=ALL; data type=All Direct Emitters; ,,,,,,,,,,,,
,,,,,,,,,,,,
REPORTING YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS
2023,"Cargill, Incorporated",1011065,1950 Harvest Avenue,42.5063,-94.3121,Fort Dodge,WEBSTER COUNTY,IA,50501,CARGILL INC (100%),233855,C
2023,Cascades Containerboard Packaging- Niagara Falls,1013376,4001 Packard Road,43.09212,-79.01389,Niagara Falls,NIAGARA COUNTY,NY,14303,CASCADES TISSUE GROUP - PENNSYLVANIA INC (100%),11748,"C,II"
2023,Cascades Tissue Group North Carolina,1010363,"805, Midway Road",34.954075,-79.809005,Rockingham,RICHMOND COUNTY,NC,28379,CASCADES TISSUE GROUP - PENNSYLVANIA INC (100%),19707,C
2023,Cascades Tissue Group Wisconsin Inc,1013279,1200 Forest Street,44.828889,-91.509167,Eau Claire,EAU CLAIRE COUNTY,WI,54703,CASCADES TISSUE GROUP - PENNSYLVANIA INC (100%),25772,C
2023,"Cascades Tissue Group-Oregon, a division of Cascades Holding US Inc",1006520,1300 KASTER ROAD,45.8476,-122.803,SAINT HELENS,COLUMBIA COUNTY,OR,97051,CASCADES TISSUE GROUP - PENNSYLVANIA INC (100%),28698,C
2023,Caterpillar Inc. - East Peoria Plant,1002575,901 W. Washington Street,40.677063,-89.590004,East Peoria,TAZEWELL COUNTY,IL,61630,CATERPILLAR INC (100%),52137,C
2023,"Catlettsburg Refining, LLC",1007913,11631 US Route 23,38.375,-82.6042,Catlettsburg,BOYD COUNTY,KY,41129,MARATHON PETROLEUM CORP (100%),2238478,"C,MM,Y"
2023,Cavendish Farms,1006865,5855 3rd St SE,46.906481,-98.620545,Jamestown,STUTSMAN COUNTY,ND,58401,CAVENDISH AMERICA INC (100%),34020,C
2023,Celanese Acetate LLC - Manufacturing Processes,1003300,3520 Virginia Avenue,37.3451,-80.764,Narrows,GILES COUNTY,VA,24124,CELANESE CORP (100%),512043,"C,TT"
2023,Chevron Pascagoula Refinery,1003286,250 Industrial Road,30.343733,-88.4938,Pascagoula,JACKSON COUNTY,MS,39581,CHEVRON CORP (100%),4778952,"C,P,TT,Y"
2023,Chevron Phillips Chemical Company LP Cedar Bayou Plant,1003991,9500 I-10 East,29.826,-94.921917,Baytown,HARRIS COUNTY,TX,77521,CHEVRON CORP (50%); PHILLIPS 66 (50%),2103735,"C,X"
2023,Cheyenne Plant,1005924,8305 Otto Road,41.0949,-104.908,Cheyenne,LARAMIE COUNTY,WY,82001,DYNO NOBEL (100%),318752,"C,G,PP,V"
2023,"Chief Ethanol Fuels, Inc.",1007523,1111 East Industry Drive,40.746088,-99.767869,Lexington,DAWSON COUNTY,NE,68850,CHIEF INDUSTRIES INC (100%),71539,C
2023,Chobani,1014521,3450 Kimberly Road East,42.545066,-114.411364,Twin Falls,TWIN FALLS COUNTY,ID,83301,CHOBANI GLOBAL HOLDINGS LLC (100%),29788,C
2023,"Clearwater Paper Las Vegas, LLC",1004277,3901 North Donna Street,36.22878,-115.12947,North Las Vegas,CLARK COUNTY,NV,89030,CLEARWATER PAPER CORP (100%),29955,C
2023,"Clearwater Paper Shelby, LLC",1010974,617 Washburn Switch Rd.,35.310018,-81.603346,Shelby,CLEVELAND COUNTY,NC,28150,CLEARWATER PAPER CORP (100%),78238,C
2023,Cleveland-Cliffs Columbus LLC,1006951,1800 Watkins Road,39.90428,-82.94609,Columbus,FRANKLIN COUNTY,OH,43207,CLEVELAND-CLIFFS INC (100%),24409,C
2023,"Coffeyville Resources Refining & Marketing, LLC",1004381,400 North Linden Street,37.047556,-95.606106,Coffeyville,MONTGOMERY COUNTY,KS,67337,CVR ENERGY INC (100%),1000741,"C,MM,P,Y"
2023,ConAgra Foods Inc.,1006445,554 S. Yosemite Ave.,37.76078,-120.84308,Oakdale,STANISLAUS COUNTY,CA,95361,CONAGRA BRANDS INC (100%),68072,C
2023,ConAgra Foods Inc.,1006896,30 MARR STREET,41.01228,-76.85868,MILTON,NORTHUMBERLAND COUNTY,PA,17847,CONAGRA BRANDS INC (100%),27380,C
2023,Conagra - Russellville,1013721,3100 E. MAIN ST.,35.276484,-93.092555,Russellville,POPE COUNTY,AR,72802,CONAGRA BRANDS INC (100%),17209,C
2023,ConocoPhillips Alaska Inc - KRU CPF1,1005789,,70.3233,-149.605,North Slope,NORTH SLOPE BOROUGH,AK,0,CONOCOPHILLIPS (92.52%); CHEVRON CORP (4.95%); EXXON MOBIL CORP (2.53%),492539,"C,MM,Y"
2023,Consolidated Grain and Barge,1010549,2781 Bluff Road,37.92627,-87.87223,Mount Vernon,POSEY COUNTY,IN,47620,CGB ENTERPRISES INC (100%),54040,C
2023,"Continental Dairy Facilities, LLC",1012424,999 W. Randall St,43.05984,-85.94879,Coopersville,OTTAWA COUNTY,MI,49404,SELECT MILK PRODUCERS INC (100%),49519,C
2023,Cornerstone Chemical Company,1004570,10800 River Road,29.958889,-90.270472,Waggaman,JEFFERSON PARISH,LA,70094,CSTN HOLDINGS INC (100%),332073,"C,X"
2023,Corpus Christi Terminal Condensate Splitter,1012506,1802 Poth Lane,27.811804,-97.435631,Corpus Christi,NUECES COUNTY,TX,78407,ONEOK INC (100%),71585,"C,MM,Y"
2023,Covestro LLC,1004621,8500 West Bay Road,29.7575,-94.903056,Baytown,CHAMBERS COUNTY,TX,77523,COVESTRO LLC (100%),53071,C
2023,Cytec Engineered Materials Inc.,1011456,7139 Augusta Road,34.73954,-82.39152,Piedmont,GREENVILLE COUNTY,SC,29673,SOLVAY HOLDING INC (100%),33632,C
2023,DAK AMERICAS LLC,1002033,3350 CYPRESS GARDENS ROAD,33.056714,-79.941352,MONCKS CORNER,BERKELEY COUNTY,SC,29461,"Alpek Polyester USA, LLC (100%)",28706,C
2023,"DAKOTA ETHANOL, LLC",1002585,46269 SD HWY 34,43.976389,-96.95333,WENTWORTH,LAKE COUNTY,SD,57075,LAKE AREA CORN PROCESSORS LLC (100%),103284,C
2023,DART CONTAINER CORPORATION OF KENTUCKY,1003247,975 DIXIE STREET,37.168611,-85.918611,HORSE CAVE,HART COUNTY,KY,42749,DART CAPITAL DCC LLC (100%),27086,C
2023,DARTCO OF TEXAS WAXAHACHIE SITE,1000184,850 SOLON ROAD,32.426944,-96.85,WAXAHACHIE,ELLIS COUNTY,TX,75165,DART CONTAINER CORP (100%),27107,C
2023,"DECORATIVE PANELS INTERNATIONAL, INC.",1005337,416  FORD AVE.,45.064036,-83.424389,ALPENA,ALPENA COUNTY,MI,49707,AS AMERICA INC (100%),79610,C
2023,DEL MONTE FOODS PLANT NUMBER 24,1006447,10652 JACKSON AVE.,36.25488,-119.64794,HANFORD,KINGS COUNTY,CA,93230,DEL MONTE FOODS INC (100%),28740,C
2023,"DENCO II, LLC",1002177,227 COUNTY ROAD 22 S,45.5747,-95.9108,MORRIS,STEVENS COUNTY,MN,56267,DENCO II LLC (100%),39582,"C,II"
2023,DETROIT DIESEL CORPORATION,1006281,13400 W. OUTER DR.,42.37642,-83.26104,DETROIT,WAYNE COUNTY,MI,48239,DAIMLER TRUCKS NORTH AMERICA LLC (100%),23631,C
2023,DETROIT REFINERY,1006388,1300 SOUTH FORT STREET,42.280556,-83.152778,DETROIT,WAYNE COUNTY,MI,48217,MARATHON PETROLEUM CORP (100%),928748,"C,MM,Y"
2023,DIAMOND SHAMROCK REFINING VALERO,1008310,301 LEROY ST.,28.456667,-98.190277,THREE RIVERS,LIVE OAK COUNTY,TX,78071,VALERO ENERGY CORP (100%),668326,"C,MM,Y"
2023,DIDION ETHANOL LLC,1001071,N7088 HWY 146,43.53731,-89.10315,CAMBRIA,COLUMBIA COUNTY,WI,53923,DIDION MILLING INC (100%),88974,C
2023,DOMTAR A. W. LLC-NEKOOSA,1004396,301 POINT BASSE AVE.,44.3143,-89.8962,NEKOOSA,WOOD COUNTY,WI,54457,DOMTAR CORP (100%),218698,"AA,C,TT"
2023,DOMTAR AW LLC ASHDOWN MILL,1005994,285 HIGHWAY 71 SOUTH,33.64268,-94.10053,ASHDOWN,LITTLE RIVER COUNTY,AR,71822,DOMTAR CORP (100%),383168,"AA,C,TT"
2023,DOMTAR PAPER CO LLC HAWESVILLE MILL,1000961,58 WESCOR ROAD,37.894847,-86.685793,HAWESVILLE,HANCOCK COUNTY,KY,42348,DOMTAR CORP (100%),123827,"AA,C,TT"
2023,DOMTAR PAPER KINGSPORT MILL,1005959,100 CLINCHFIELD STREET,36.54799,-82.56475,KINGSPORT,SULLIVAN COUNTY,TN,37660,DOMTAR CORP (100%),167523,C
2023,DOW TEXAS OPERATIONS FREEPORT,1002040,2301 N. BRAZOSPORT BLVD. BUILDING B-101,28.980147,-95.342272,FREEPORT,BRAZORIA COUNTY,TX,77541,DOW INC (100%),5097232,"C,DD,TT,W,X"
2023,DSM Nutritional Products,1009539,1416 N Williamsburg Co Hwy,33.730841,-79.805202,Kingstree,,SC,29556,DSM HOLDING CO USA INC (100%),27500,"C,TT"
2023,DUPONT CIRCLEVILLE PLANT,1001720,800 DU PONT ROAD,39.55762,-82.96377,CIRCLEVILLE,PICKAWAY COUNTY,OH,43113,DUPONT DE NEMOURS INC (100%),41066,C
2023,DUPONT TEIJIN FILMS,1003976,3600 DISCOVERY DR,37.350627,-77.291096,CHESTER,CHESTERFIELD COUNTY,VA,23836,DUPONT TEIJIN FILMS (100%),14691,C
2023,Dairy Farmers of America,1013820,925 State Route 18,41.12029,-80.35955,New Wilmington,LAWRENCE COUNTY,PA,16142,DAIRY FARMERS OF AMERICA INC (100%),26049,C
2023,Dallas Overhaul Center,1013247,215 E Centre Park Blvd,32.62659,-96.85298,Desoto,DALLAS COUNTY,TX,75115,CATERPILLAR INC (100%),36166,C
2023,Darigold Inc,1010891,400 Alexander Road,46.300368,-120.015979,Sunnyside,YAKIMA COUNTY,WA,98944,NORTHWEST DAIRY ASSOC (100%),36711,C
2023,"Darling In, Ingredients - Fayetteville",1007571,1309 Industrial Drive,35.03104,-78.86301,Fayetteville,CUMBERLAND COUNTY,NC,28301,DARLING INGREDIENTS INC (100%),68801,C
2023,Darling Ingredients Inc,1014832,2626 E 25th Street,34.01515,-118.22445,Los Angeles,LOS ANGELES COUNTY,CA,90058,DARLING INGREDIENTS INC (100%),25468,C
2023,Darling Ingredients Inc.,1002881,2027 River Road,36.39893,-88.99401,Union City,OBION COUNTY,TN,38281,DARLING INGREDIENTS INC (100%),19205,"C,II"
2023,Darling Ingredients Inc.,1002960,1299 Prisock Rd.,32.159139,-90.256556,Jackson,HINDS COUNTY,MS,39272,DARLING INGREDIENTS INC (100%),46190,"C,II"
2023,Darling Ingredients Inc.,1006081,1176 Bryan Griffin Rd,38.731961,-84.407214,Butler,PENDLETON COUNTY,KY,41006,DARLING INGREDIENTS INC (100%),12695,"C,II"
2023,Darling Ingredients Inc.,1013117,508 Highway 80 East,32.5796952,-82.7994194,East DUBLIN,,GA,31027,DARLING INGREDIENTS INC (100%),30972,"C,II"
2023,Darling Ingredients Inc.,1013363,264 Farm Route 2336,30.21489,-97.30078,Bastrop,BASTROP COUNTY,TX,78602,DARLING INGREDIENTS INC (100%),27046,C
2023,Darling Ingredients Inc.,1013855,4114 Highway 67 S,36.214105,-90.958468,Pocahontas,RANDOLPH COUNTY,AR,72455,DARLING INGREDIENTS INC (100%),30479,C
2023,Darling Ingredients Inc. - Wahoo,1014429,1547 County Road 13,41.22394,-96.5412,Wahoo,SAUNDERS COUNTY,NE,68066,DARLING INGREDIENTS INC (100%),26711,C
2023,"Darling Ingredients, Inc. - Linkwood",1011710,5420 Linkwood Road,38.55745,-75.93506,Linkwood,DORCHESTER COUNTY,MD,21835,DARLING INGREDIENTS INC (100%),35204,"C,II"
2023,"Darling Ingredients, Inc. - Rose Hill",1006213,469 Yellow Cut Rd.,34.838207,-78.035053,Rose Hill,DUPLIN COUNTY,NC,28458,DARLING INGREDIENTS INC (100%),40201,C
2023,"Darling Ingredients, Inc. - Wadesboro",1002637,656 Little Duncan Rd.,35.03532,-80.082805,Wadesboro,ANSON COUNTY,NC,28170,DARLING INGREDIENTS INC (100%),31400,C
2023,"Darling Ingredients, Inc. - Ward",1002635,271 Val-Pro Rd.,33.858318,-81.706108,Ward,SALUDA COUNTY,SC,29166,DARLING INGREDIENTS INC (100%),8424,C
2023,Deer Park Refining Limited Partnership,1014559,5900 Highway 225 East,29.722222,-95.126944,Deer Park,HARRIS COUNTY,TX,77536,DEER PARK REFINING LP (100%),3230829,"C,MM,Y"
2023,Delaware City Refinery,1007322,4550 WRANGLE HILL ROAD,39.5936,-75.6337,DELAWARE CITY,New Castle,DE,19706,PBF ENERGY INC (100%),3260220,"C,D,MM,PP,Y"
2023,"Delek Refining, Ltd",1006444,1702 East Commerce St,32.362643,-95.280179,Tyler,SMITH COUNTY,TX,75702,DELEK US HOLDINGS INC (100%),440271,"C,MM,Y"
2023,Diageo USVI,1010700,#1 Estate Annaberg and Shannon Grove,17.714908,-64.776133,Kingshill,,VI,850,DIAGEO USVI INC (100%),32858,"C,II"
2023,"Diamond Shamrock Refining Company, L.P.",1007936,6701 FM 119,35.951944,-101.873889,SUNRAY,MOORE COUNTY,TX,79086,VALERO ENERGY CORP (100%),1366131,"C,MM,P,Y"
2023,Domtar Paper Company LLC - Plymouth,1000229,NC HWY 149 N,35.8628,-76.7831,PLYMOUTH,Martin,NC,27962,DOMTAR CORP (100%),174738,"AA,C,TT"
2023,"Domtar Paper Company, LLC",1005706,100 CENTER ST,41.4908,-78.6767,JOHNSONBURG,Elk,PA,15845,DOMTAR CORP (100%),165410,"AA,C"
2023,"Dunn Paper - Ladysmith, LLC",1003607,1215 E WORDEN AVE,45.46343,-91.08877,LADYSMITH,RUSK COUNTY,WI,54848,COMPLETE PAPER INC (100%),29542,C
2023,Dyno Nobel,1005766,63149 Columbia River Highway,45.911158,-122.824231,Deer Island,COLUMBIA COUNTY,OR,97054,DYNO NOBEL (100%),172411,"C,G,PP,V"
2023,E & J GALLO WINERY,1005648,5610 E. OLIVE AVE.,36.757277,-119.698309,FRESNO,FRESNO COUNTY,CA,93727,E & J GALLO WINERY (100%),26078,C
2023,E ENERGY ADAMS,1002962,13238 EAST ASPEN ROAD,40.4842,-96.5459,ADAMS,GAGE COUNTY,NE,68301,E ENERGY ADAMS LLC (100%),118294,"C,PP"
2023,EAST KANSAS AGRI-ENERGY,1004792,1304 S. Main St.,38.271522,-95.237414,GARNETT,ANDERSON COUNTY,KS,66032,EAST KANSAS AGRI-ENERGY LLC (100%),50317,C
2023,"EGGER Wood Products, LLC",1014336,300 Egger Parkway,35.740731,-80.343295,Linwood,DAVIDSON COUNTY,NC,27299,EGGER WOOD PRODUCTS LLC (100%),45140,C
2023,EL DORADO CHEMICAL COMPANY,1003993,4500 NORTHWEST AVE.,33.248851,-92.661647,EL DORADO,UNION COUNTY,AR,71730,LSB INDUSTRIES INC (100%),934519,"C,G,PP,V"
2023,"ELEMENT, LLC",1013624,1 Element Drive,37.78682,-97.53099,COLWICH,SEDGWICK COUNTY,KS,67030,THE ANDERSONS INC (51%); ICM INC (49%),19119,C
2023,ELLWOOD MILL PRODUCTS,1001672,712 MORAVIA STREET,40.99318,-80.34704,NEW CASTLE,LAWRENCE COUNTY,PA,16101,ELLWOOD GROUP INC (100%),39678,C
2023,ELLWOOD TEXAS FORGE NAVASOTA,1001911,10908 CR419,30.345472,-96.078556,NAVASOTA,GRIMES COUNTY,TX,77868,ELLWOOD GROUP INC (100%),39754,C
2023,"ENTEK International, LLC",1011683,250 N. Hansard Avenue,44.5483,-122.91967,Lebanon,LINN COUNTY,OR,97355,ENTEK INTERNATIONAL LLC (100%),28972,C
2023,EQUISTAR CHEMICALS LAPORTE COMPLEX,1002758,1515 MILLER CUT- OFF ROAD,29.717471,-95.068008,LA PORTE,HARRIS COUNTY,TX,77571,LYONDELLBASELL INDUSTRIES INC (100%),1315541,"C,X"
2023,EQUISTAR CHEMICALS LIMITED PARTNERSHIP BAYPORT PLANT,1006656,5761 UNDERWOOD ROAD,29.627167,-95.080194,PASADENA,HARRIS COUNTY,TX,77507,LYONDELLBASELL INDUSTRIES INC (100%),46137,"C,PP,X"
2023,EQUISTAR CHEMICALS LP,1000342,8805 N. TABLER RD.,41.412897,-88.329773,MORRIS,GRUNDY COUNTY,IL,60450,LYONDELLBASELL INDUSTRIES INC (100%),268440,"C,X"
2023,EQUISTAR CHEMICALS LP,1002927,3400 ANAMOSA ROAD,41.807,-90.296,CLINTON,CLINTON COUNTY,IA,52732,LYONDELLBASELL INDUSTRIES INC (100%),502998,"C,X"
2023,EQUISTAR CHEMICALS LP MATAGOR DA FACILITY,1006120,17042 State Highway 60 South,28.7875,-95.943056,BAY CITY,MATAGORDA COUNTY,TX,77414,LYONDELLBASELL INDUSTRIES INC (100%),35528,C
2023,EQUISTAR CORPUS CHRISTI PLANT,1004880,1501 MCKINZIE ROAD,27.81,-97.593611,CORPUS CHRISTI,NUECES COUNTY,TX,78410,LYONDELLBASELL INDUSTRIES INC (100%),1311004,"C,X"
2023,ERGON REFINING INC,1008014,2125 HAINING RD,32.386368,-90.90834,VICKSBURG,WARREN COUNTY,MS,39183,ERGON INC (100%),177090,"C,MM,P,Y"
2023,ERGON WEST VIRGINIA INC,1007882,9995 OHIO RIVER BLVD,40.6111,-80.630833,NEWELL,HANCOCK COUNTY,WV,26050,ERGON INC (100%),183990,"C,MM,P,Y"
2023,ERVING PAPER MILLS INC,1005037,97 EAST MAIN STREET,42.60008,-72.37838,ERVING,FRANKLIN COUNTY,MA,1344,ERVING INDUSTRIES INC (100%),34874,C
2023,ESSITY PROFESSIONAL HYGIENE NORTH AMERICA LLC BARTON OPERATIONS,1004500,1834 HALEY DR,34.75942,-87.89004,CHEROKEE,COLBERT COUNTY,AL,35616,ESSITY NORTH AMERICA INC (100%),67703,C
2023,EVERGREEN PACKAGING-PINE BLUFF,1003501,5201 FAIRFIELD ROAD,34.221569,-91.907406,PINE BLUFF,JEFFERSON COUNTY,AR,71601,REYNOLDS CONSUMER PRODUCTS INC (100%),196192,"AA,C,TT"
2023,EVONIK CORPORATION,1005465,8300 WEST ROUTE 24,40.564778,-89.724612,MAPLETON,PEORIA COUNTY,IL,61547,EVONIK CORP (100%),73207,"C,P"
2023,EXXONMOBIL BATON ROUGE REFINERY AND CHEMICAL PLANT,1007643,4045 SCENIC HWY,30.484917,-91.17392,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,EXXON MOBIL CORP (100%),5914862,"C,MM,X,Y"
2023,EXXONMOBIL Bt Site,1007542,5000 Bayway Dr,29.73934,-95.022404,BAYTOWN,HARRIS COUNTY,TX,77520,EXXON MOBIL CORP (100%),12693547,"C,MM,X,Y"
2023,EXXONMOBIL CHEMICAL CO - BATON ROUGE PLASTICS PLANT,1003484,11675 SCOTLAND ZACHARY HIGHWAY,30.550948,-91.175252,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70807,EXXON MOBIL CORP (100%),74313,C
2023,EXXONMOBIL CHEMICAL CO - BATON ROUGE POLYOLEFINS PLANT,1006801,12875 NORTH SCENIC HIGHWAY,30.560139,-91.2055,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70807,EXXON MOBIL CORP (100%),135043,C
2023,EXXONMOBIL CHEMICAL MONT BELVIEU PLASTICS PLANT,1006274,13330 HATCHERVILLE RD.,29.8742,-94.9122,MONT BELVIEU,CHAMBERS COUNTY,TX,77580,EXXON MOBIL CORP (100%),93204,C
2023,EXXONMOBIL OIL JOLIET REFINERY,1006068,25915 SE FRONTAGE ROAD,41.4167,-88.1833,CHANNAHON,WILL COUNTY,IL,60410,EXXON MOBIL CORP (100%),2601421,"C,MM,Y"
2023,"East Dubuque Nitrogen Fertilizers, LLC",1005502,16675 HIGHWAY 20 WEST,42.44311,-90.55686,EAST DUBUQUE,JO DAVIESS COUNTY,IL,61025,CVR ENERGY INC (100%),737783,"C,G,PP,V"
2023,Eastman Chemical - Texas Operations,1007438,300 KODAK BLVD,32.4472,-94.6917,LONGVIEW,Harrison,TX,75602,Eastman Chemical Co (100%),836186,"C,D,TT,X"
2023,Eastman Chemical Company,1000232,EASTMAN ROAD AND LINCOLN ST,36.5192,-82.535,KINGSPORT,Sullivan,TN,37662,Eastman Chemical Co (100%),3457389,"C,TT,X"
2023,Elite Octane,1013287,60502 Glacier Road,41.41772,-95.03182,Atlantic,CASS COUNTY,IA,50022,ELITE OCTANE LLC (100%),177746,C
2023,Ellwood Texas Forge Houston,1010648,12500 Amelia Drive,29.631177,-95.402607,Houston,HARRIS COUNTY,TX,77045,ELLWOOD GROUP INC (100%),10654,C
2023,"Energy Center Omaha, LLC",1004854,2152 HOWARD ST,41.25548,-95.94404,OMAHA,DOUGLAS COUNTY,NE,68102,CORDIA LLC (100%),69429,C
2023,Equistar Chemicals LP,1006814,4101 Hwy 108 South,30.1928,-93.32524,Westlake,CALCASIEU PARISH,LA,70669,LYONDELLBASELL INDUSTRIES INC (100%),126420,C
2023,Essity Operations Wausau LLC,1006558,700 Columbia Avenue,39.521,-84.40502,Middletown,BUTLER COUNTY,OH,45042,ESSITY NORTH AMERICA INC (100%),44524,C
2023,Essity Operations Wausau LLC,1011192,1150 Industry Road,37.78571,-84.86787,Harrodsburg,MERCER COUNTY,KY,40330,ESSITY NORTH AMERICA INC (100%),23476,C
2023,Essity Professional Hygiene North America LLC,1004222,,44.205278,-88.455026,MENASHA,WINNEBAGO COUNTY,WI,54952,ESSITY NORTH AMERICA INC (100%),63907,C
2023,Exxon Mobil Corporation-Baton Rouge Resin Finishing Plant,1014575,12480 Scenic Highway,30.55991,-91.20212,Baton Rouge,EAST BATON ROUGE PARISH,LA,70807,EXXON MOBIL CORP (100%),24493,C
2023,Exxonmobil Beaumont Refinery,1007959,1795 BURT ST,30.0639,-94.0703,BEAUMONT,Jefferson,TX,77701,EXXON MOBIL CORP (100%),3892767,"C,D,MM,X,Y"
2023,FCA Belvidere Assembly Plant,1002357,3000 West Chrysler Drive,42.236442,-88.8655,Belvidere,BOONE COUNTY,IL,61008,FCA NORTH AMERICA HOLDINGS LLC (100%),23146,C
2023,FCA Chrysler Technology Center,1005483,800 Chrysler Drive,42.653215,-83.228884,Auburn Hills,OAKLAND COUNTY,MI,48326,FCA NORTH AMERICA HOLDINGS LLC (100%),37473,"C,QQ"
2023,FCA Detroit Assembly Complex - Mack,1013694,4000 St Jean,42.3811,-82.97982,Detroit,WAYNE COUNTY,MI,48214,FCA NORTH AMERICA HOLDINGS LLC (100%),30618,C
2023,FCA JEFFERSON NORTH ASSEMBLY PLANT,1005551,2101 CONNER AVENUE,42.3716,-82.9686,DETROIT,WAYNE COUNTY,MI,48215,FCA NORTH AMERICA HOLDINGS LLC (100%),76754,C
2023,FCA KOKOMO TRANSMISSION PLANT,1007544,2401 S REED RD,40.45982,-86.1094,KOKOMO,HOWARD COUNTY,IN,46902,FCA NORTH AMERICA HOLDINGS LLC (100%),12312,C
2023,FCA STERLING HEIGHTS ASSEMBLY PLANT,1007918,38111 VAN DYKE,42.569552,-83.033734,STERLING HTS,MACOMB COUNTY,MI,48312,FCA NORTH AMERICA HOLDINGS LLC (100%),73006,C
2023,FCA STERLING STAMPING PLANT,1005484,35777 VAN DYKE,42.55553,-83.02939,STERLING HEIGHTS,MACOMB COUNTY,MI,48312,FCA NORTH AMERICA HOLDINGS LLC (100%),5180,C
2023,FCA TOLEDO ASSEMBLY COMPLEX,1005554,4400 CHRYSLER DRIVE,41.699651,-83.516374,TOLEDO,LUCAS COUNTY,OH,43608,FCA NORTH AMERICA HOLDINGS LLC (100%),49812,C
2023,FCA WARREN STAMPING PLANT,1005553,22800 MOUND RD.,42.46139,-83.0446,WARREN,MACOMB COUNTY,MI,48091,FCA NORTH AMERICA HOLDINGS LLC (100%),3942,C
2023,FCA WARREN TRUCK ASSEMBLY PLANT,1005485,21500 MOUND ROAD,42.45544,-83.040949,WARREN,MACOMB COUNTY,MI,48091,FCA NORTH AMERICA HOLDINGS LLC (100%),69971,C
2023,FIBREK,1007603,701 4TH AVE.,45.108,-87.607,MENOMINEE,MENOMINEE COUNTY,MI,49858,FIBREK INC (100%),15752,C
2023,FINCH PAPER LLC,1006608,1 GLEN STREET,43.308507,-73.634808,GLENS FALLS,WARREN COUNTY,NY,12801,ATLAS HOLDINGS LLC (100%),143974,"AA,C"
2023,FIRESTONE POLYMERS - LAKE CHARLES FACILITY,1007548,1801 HWY 108 East,30.13955,-93.40344,SULPHUR,CALCASIEU PARISH,LA,70665,BRIDGESTONE AMERICAS INC (100%),81289,C
2023,FIRST QUALITY TISSUE/LOCK HAVEN PLT,1002438,904 WOODS AVE,41.12723,-77.45586,LOCK HAVEN,CLINTON COUNTY,PA,17745,First Quality Tisssue (100%),207150,"C,TT"
2023,FLAKEBOARD CAROLINA PARTICLEBOARD,1004877,582 WILLAMETTE RD,34.599747,-79.766787,BENNETTSVILLE,MARLBORO COUNTY,SC,29512,ARAUCO NORTH AMERICA INC (100%),53522,C
2023,FLINT HILLS RESOURCES CORPUS CHRISTI EAST PLANT,1009067,1607 Nueces Bay Blvd.,27.801778,-97.423972,Corpus Christi,NUECES COUNTY,TX,78407,KOCH INDUSTRIES INC (100%),535019,"C,Y"
2023,FLINT HILLS RESOURCES CORPUS CHRISTI WEST PLANT,1009066,2825 SUNTIDE ROAD,27.832011,-97.525582,CORPUS CHRISTI,NUECES COUNTY,TX,78409,KOCH INDUSTRIES INC (100%),2486742,"C,Y"
2023,FORD MOTOR COMPANY - FORD KANSAS CITY ASSEMBLY PLANT,1005024,8121 NE Highway 69,39.203562,-94.479326,Claycomo,CLAY COUNTY,MO,64119,FORD MOTOR CO (100%),75074,C
2023,FORD MOTOR COMPANY - FORD KENTUCKY TRUCK PLANT,1002626,3001 Chamberlain Lane,38.2935,-85.5322,Louisville,JEFFERSON COUNTY,KY,40241,FORD MOTOR CO (100%),78715,C
2023,FORD MOTOR COMPANY - FORD LOUISVILLE ASSEMBLY PLANT,1004951,2000 Fern Valley Road,38.1547,-85.7255,Louisville,JEFFERSON COUNTY,KY,40213,FORD MOTOR CO (100%),40581,C
2023,FORD MOTOR COMPANY - FORD MICHIGAN ASSEMBLY SITE,1002755,38303 Michigan Avenue,42.278378,-83.412204,Wayne,WAYNE COUNTY,MI,48184,FORD MOTOR CO (100%),53033,C
2023,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,1000104,650 MILLER ROAD,41.48346,-82.06112,AVON LAKE,LORAIN COUNTY,OH,44012,FORD MOTOR CO (100%),28540,C
2023,FORD MOTOR COMPANY - FORD ROUGE SITE,1005668,3001 Miller Road,42.30987,-83.15738,Dearborn,WAYNE COUNTY,MI,48121,FORD MOTOR CO (100%),72646,C
2023,FORD MOTOR COMPANY - FORD STERLING PLANT,1003262,39000 Mound Road,42.58344,-83.04989,Sterling Heights,MACOMB COUNTY,MI,48310,FORD MOTOR CO (100%),27742,C
2023,FORELAND REFINING CORP EAGLE SPRINGS REFINERY,1006032,,38.6226,-115.6198,Current,Nye,NV,89301,SKY QUARRY INC (100%),15487,"C,MM,Y"
